airline,from,to,day,month,year,duration,age,gender,reason,stay,transit,connection,wait,ticket,checked_bags,carry_on
Alaska,PDX,SJC,18,8,2020,884,47,male,Back Home,Home,Public Transportation,False,0,Business,2,False
Aeromexico,PDX,GDL,11,9,2013,61,59,undisclosed,On vacation/Pleasure,Home,Own car,False,0,First Class,0,True
Aeromexico,GDL,PDX,21,3,2014,387,35,male,On vacation/Pleasure,Friend/Family,Own car,False,0,Economy,2,True
American Airlines,JFK,GDL,19,12,2017,124,40,male,Back Home,Home,Car rental,False,0,First Class,2,False
Volaris,GDL,PDX,4,2,2019,904,86,unspecified,On vacation/Pleasure,Home,Own car,False,0,Economy,2,False
American Airlines,JFK,GDL,4,5,2022,244,61,male,Back Home,Home,Own car,False,0,Economy,2,True
Volaris,GDL,PDX,25,4,2018,714,1,male,Back Home,Home,Public Transportation,False,0,Business,3,True
Alaska,PDX,SJC,16,5,2016,213,16,female,On vacation/Pleasure,Hotel,,True,467,First Class,0,False
Volaris,LAX,GDL,29,4,2014,392,12,male,Business/Work,Friend/Family,,True,556,First Class,1,True
Alaska,LAX,JFK,6,12,2017,97,49,undisclosed,Business/Work,Friend/Family,,True,617,Economy,0,True
American Airlines,SJC,GDL,18,6,2016,866,56,male,Business/Work,Hotel,,True,96,Business,3,True
Alaska,LAX,JFK,5,11,2021,594,74,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0,Business,2,True
Delta Airlines,JFK,PDX,18,3,2014,340,60,unspecified,Business/Work,Home,Airport cab,False,0,Economy,0,True
Aeromexico,GDL,SJC,9,3,2016,524,72,female,On vacation/Pleasure,Friend/Family,Public Transportation,False,0,Economy,0,False
Alaska,GDL,LAX,23,5,2020,391,51,undisclosed,Back Home,Home,Airport cab,False,0,Economy,1,True
Delta Airlines,SJC,PDX,3,4,2015,444,34,undisclosed,On vacation/Pleasure,Friend/Family,,True,254,First Class,0,True
Aeromexico,GDL,SJC,13,11,2017,324,28,female,Business/Work,Hotel,,True,351,Business,0,False
Volaris,LAX,JFK,26,6,2018,591,73,female,Back Home,Home,Own car,False,0,First Class,2,True
Delta Airlines,LAX,GDL,18,2,2017,241,50,male,Business/Work,Hotel,,True,189,Business,1,True
American Airlines,GDL,LAX,7,12,2021,42,19,female,Back Home,Home,Mobility as a service,False,0,Business,2,False
Volaris,PDX,SJC,6,6,2014,233,84,male,Business/Work,Home,Public Transportation,False,0,Business,1,True
Delta Airlines,GDL,JFK,13,7,2016,619,31,undisclosed,Back Home,Home,Public Transportation,False,0,Economy,1,True
American Airlines,PDX,GDL,3,11,2013,966,70,undisclosed,Back Home,Home,Car rental,False,0,Business,0,False
Volaris,PDX,SJC,30,6,2018,857,84,undisclosed,On vacation/Pleasure,Short-term homestay,,True,147,First Class,3,False
Alaska,GDL,PDX,6,3,2021,79,84,male,Back Home,Home,Pickup,False,0,Business,0,True
Aeromexico,JFK,PDX,18,12,2018,781,13,male,Business/Work,Home,,True,262,Business,1,True
Volaris,SJC,LAX,18,10,2016,406,9,female,On vacation/Pleasure,Hotel,Car rental,False,0,First Class,1,False
Volaris,JFK,SJC,21,12,2017,244,58,male,On vacation/Pleasure,Friend/Family,,True,89,Business,3,False
American Airlines,LAX,PDX,4,1,2021,816,22,male,On vacation/Pleasure,Hotel,,True,504,Business,2,False
Volaris,LAX,SJC,11,10,2022,468,27,female,Back Home,Home,Pickup,False,0,First Class,2,False
Delta Airlines,PDX,SJC,7,5,2017,87,56,undisclosed,Back Home,Home,Mobility as a service,False,0,First Class,2,False
Alaska,LAX,PDX,8,12,2020,167,38,male,Back Home,Home,Airport cab,False,0,Business,3,False
Alaska,JFK,GDL,8,9,2018,28,79,undisclosed,On vacation/Pleasure,Short-term homestay,Airport cab,False,0,Business,0,True
Aeromexico,LAX,JFK,3,2,2014,57,37,male,On vacation/Pleasure,Friend/Family,,True,436,Business,3,False
Alaska,PDX,JFK,13,12,2017,794,43,male,On vacation/Pleasure,Home,Mobility as a service,False,0,First Class,0,False
Alaska,GDL,PDX,7,4,2018,183,61,female,Business/Work,Friend/Family,Own car,False,0,Business,1,True
Aeromexico,SJC,JFK,14,8,2019,757,54,female,On vacation/Pleasure,Short-term homestay,,True,109,Economy,3,False
Aeromexico,GDL,JFK,19,11,2018,108,58,female,Back Home,Home,Pickup,False,0,First Class,0,True
Alaska,PDX,JFK,13,6,2013,448,85,undisclosed,Back Home,Home,Mobility as a service,False,0,Business,1,False
Alaska,SJC,LAX,2,5,2022,40,52,unspecified,On vacation/Pleasure,Friend/Family,,True,622,First Class,2,True
Aeromexico,PDX,JFK,29,5,2020,531,67,undisclosed,Business/Work,Friend/Family,,True,137,Economy,1,True
American Airlines,PDX,JFK,26,1,2014,735,44,male,Back Home,Home,Pickup,False,0,Economy,2,False
American Airlines,PDX,SJC,12,10,2014,226,45,unspecified,On vacation/Pleasure,Hotel,Own car,False,0,Business,3,False
Volaris,GDL,PDX,10,7,2019,733,2,female,On vacation/Pleasure,Short-term homestay,,True,476,First Class,1,True
Aeromexico,JFK,LAX,11,11,2015,996,26,male,Business/Work,Friend/Family,,True,274,First Class,1,False
American Airlines,JFK,GDL,25,12,2019,244,60,unspecified,On vacation/Pleasure,Friend/Family,,True,594,Business,3,True
American Airlines,SJC,JFK,28,12,2019,573,9,male,Business/Work,Hotel,Car rental,False,0,Economy,3,False
Volaris,JFK,LAX,3,5,2017,944,20,undisclosed,Back Home,Home,Airport cab,False,0,Economy,3,False
Delta Airlines,PDX,GDL,10,11,2019,124,89,undisclosed,Back Home,Home,Public Transportation,False,0,Business,3,True
Aeromexico,LAX,PDX,22,1,2019,998,31,male,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0,Economy,1,False
Aeromexico,LAX,SJC,14,5,2018,321,13,undisclosed,Business/Work,Short-term homestay,,True,80,Business,2,False
Alaska,SJC,GDL,21,12,2017,210,10,male,On vacation/Pleasure,Short-term homestay,Pickup,False,0,Business,1,False
Volaris,GDL,SJC,28,12,2020,789,83,female,Back Home,Home,Mobility as a service,False,0,Business,0,True
American Airlines,SJC,PDX,13,12,2022,90,30,female,On vacation/Pleasure,Hotel,Public Transportation,False,0,First Class,1,True
Aeromexico,JFK,SJC,28,4,2018,607,57,male,Business/Work,Hotel,Mobility as a service,False,0,First Class,1,False
Delta Airlines,LAX,GDL,6,7,2017,553,18,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0,Economy,3,True
Volaris,PDX,JFK,26,1,2021,760,43,undisclosed,On vacation/Pleasure,Home,Airport cab,False,0,First Class,1,True
Alaska,PDX,SJC,13,8,2014,805,26,undisclosed,On vacation/Pleasure,Short-term homestay,Own car,False,0,Economy,2,True
American Airlines,LAX,GDL,3,6,2019,680,86,female,Back Home,Home,Car rental,False,0,First Class,1,True
Delta Airlines,LAX,GDL,24,1,2018,523,53,female,On vacation/Pleasure,Home,,True,114,First Class,1,False
Aeromexico,JFK,LAX,7,10,2016,503,78,unspecified,On vacation/Pleasure,Friend/Family,,True,448,Economy,2,False
American Airlines,PDX,GDL,19,1,2014,234,86,male,Back Home,Home,Public Transportation,False,0,Business,1,False
Alaska,PDX,JFK,9,3,2015,303,67,undisclosed,Back Home,Home,Airport cab,False,0,Economy,0,False
Aeromexico,JFK,GDL,21,8,2020,664,20,unspecified,Back Home,Home,Public Transportation,False,0,Business,2,True
Aeromexico,PDX,GDL,27,8,2019,356,27,unspecified,Back Home,Home,Airport cab,False,0,Economy,0,False
Delta Airlines,JFK,LAX,4,7,2019,588,21,male,Back Home,Home,Car rental,False,0,Business,3,False
Aeromexico,SJC,PDX,11,7,2019,386,1,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0,Economy,0,True
Delta Airlines,SJC,PDX,22,4,2019,817,60,unspecified,Back Home,Home,Mobility as a service,False,0,Business,0,True
Aeromexico,LAX,SJC,21,9,2013,722,51,unspecified,Back Home,Home,Pickup,False,0,First Class,0,False
Aeromexico,GDL,SJC,1,2,2017,474,7,female,Business/Work,Home,,True,105,Business,1,True
Aeromexico,LAX,PDX,13,11,2014,964,18,male,Business/Work,Home,Public Transportation,False,0,Economy,3,False
Volaris,LAX,GDL,1,7,2015,744,84,male,Back Home,Home,Public Transportation,False,0,Economy,3,True
Aeromexico,GDL,JFK,25,4,2017,453,1,male,Back Home,Home,Car rental,False,0,Economy,2,True
Alaska,JFK,GDL,23,12,2019,527,28,female,On vacation/Pleasure,Short-term homestay,,True,139,Business,0,False
Alaska,GDL,PDX,15,9,2016,954,76,unspecified,Business/Work,Short-term homestay,,True,266,First Class,3,True
American Airlines,PDX,JFK,30,9,2019,789,45,unspecified,On vacation/Pleasure,Home,Public Transportation,False,0,Economy,3,False
Alaska,JFK,GDL,14,6,2021,479,67,undisclosed,Back Home,Home,Airport cab,False,0,Economy,1,True
Delta Airlines,SJC,JFK,13,11,2016,466,82,female,Business/Work,Hotel,,True,478,Economy,2,False
Aeromexico,JFK,PDX,17,5,2017,686,65,female,On vacation/Pleasure,Hotel,,True,551,Economy,2,True
Alaska,GDL,LAX,7,10,2017,800,86,undisclosed,On vacation/Pleasure,Friend/Family,,True,470,First Class,1,False
Volaris,GDL,JFK,22,9,2014,649,11,undisclosed,Business/Work,Friend/Family,Own car,False,0,Economy,3,True
Aeromexico,GDL,JFK,14,11,2019,249,88,undisclosed,Business/Work,Home,Own car,False,0,Economy,3,True
Alaska,GDL,PDX,1,12,2021,891,66,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0,First Class,0,False
Aeromexico,PDX,GDL,3,7,2021,205,56,female,Business/Work,Friend/Family,,True,622,Business,1,False
Delta Airlines,GDL,PDX,18,8,2018,734,87,undisclosed,Business/Work,Hotel,,True,669,Economy,0,True
Volaris,GDL,JFK,4,7,2019,38,16,male,Back Home,Home,Airport cab,False,0,First Class,3,False
Volaris,LAX,PDX,1,1,2019,87,26,undisclosed,Back Home,Home,Own car,False,0,Business,0,True
Delta Airlines,GDL,LAX,21,10,2016,108,86,female,Business/Work,Home,,True,90,First Class,0,False
Aeromexico,SJC,JFK,22,6,2019,680,83,female,Back Home,Home,Public Transportation,False,0,Business,3,True
Aeromexico,JFK,SJC,3,3,2015,437,84,male,On vacation/Pleasure,Hotel,Pickup,False,0,First Class,3,False
Alaska,PDX,JFK,20,12,2017,736,44,unspecified,Back Home,Home,Mobility as a service,False,0,Business,1,True
Aeromexico,LAX,GDL,10,1,2017,516,6,unspecified,Business/Work,Hotel,,True,617,First Class,3,False
Volaris,JFK,PDX,11,6,2015,894,18,male,Back Home,Home,Mobility as a service,False,0,First Class,3,True
Delta Airlines,PDX,JFK,19,4,2013,174,62,female,Business/Work,Home,,True,549,First Class,2,True
Volaris,SJC,JFK,9,6,2018,473,21,undisclosed,Back Home,Home,Public Transportation,False,0,Business,0,True
Volaris,JFK,LAX,16,4,2021,271,52,undisclosed,Back Home,Home,Car rental,False,0,First Class,1,False
American Airlines,PDX,GDL,18,5,2021,822,38,unspecified,Back Home,Home,Pickup,False,0,Economy,1,True
Alaska,SJC,PDX,31,3,2015,95,72,male,Business/Work,Hotel,,True,494,Business,2,True
Delta Airlines,GDL,PDX,1,5,2017,640,68,male,Business/Work,Short-term homestay,,True,65,Economy,1,True
Alaska,LAX,SJC,4,9,2020,926,73,undisclosed,Back Home,Home,Airport cab,False,0,Economy,0,True
Aeromexico,JFK,GDL,13,12,2021,669,65,male,On vacation/Pleasure,Friend/Family,Pickup,False,0,First Class,0,False
Alaska,JFK,LAX,7,11,2018,636,71,male,On vacation/Pleasure,Short-term homestay,Own car,False,0,Business,1,False
Delta Airlines,PDX,JFK,7,3,2018,696,39,unspecified,On vacation/Pleasure,Hotel,,True,426,First Class,0,True
Alaska,SJC,JFK,11,12,2015,974,39,undisclosed,Back Home,Home,Airport cab,False,0,Economy,0,True
Volaris,LAX,SJC,14,1,2014,557,47,female,Back Home,Home,Car rental,False,0,First Class,2,True
American Airlines,PDX,JFK,1,10,2020,381,14,unspecified,Back Home,Home,Car rental,False,0,Economy,2,False
Alaska,JFK,PDX,9,9,2014,784,42,undisclosed,Business/Work,Friend/Family,Public Transportation,False,0,First Class,3,True
American Airlines,SJC,PDX,5,2,2013,503,17,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0,Business,2,False
Volaris,GDL,JFK,26,2,2023,248,72,male,On vacation/Pleasure,Friend/Family,Airport cab,False,0,Economy,3,True
American Airlines,LAX,JFK,23,12,2018,255,15,female,Business/Work,Home,,True,477,First Class,3,False
Aeromexico,PDX,JFK,15,2,2021,684,8,undisclosed,Business/Work,Short-term homestay,Pickup,False,0,First Class,1,True
American Airlines,PDX,LAX,2,4,2015,50,58,undisclosed,On vacation/Pleasure,Home,,True,595,Economy,1,True
Delta Airlines,GDL,SJC,5,8,2016,287,78,female,On vacation/Pleasure,Friend/Family,,True,310,First Class,1,True
American Airlines,JFK,GDL,20,1,2018,192,89,male,Business/Work,Home,Mobility as a service,False,0,First Class,3,False
Alaska,SJC,GDL,21,2,2019,84,8,male,Business/Work,Home,,True,147,Economy,1,True
American Airlines,LAX,JFK,10,8,2013,437,45,male,Back Home,Home,Own car,False,0,Business,0,True
Delta Airlines,JFK,LAX,4,2,2023,834,70,male,Business/Work,Friend/Family,,True,601,Business,0,False
American Airlines,LAX,SJC,1,5,2014,29,10,female,Back Home,Home,Airport cab,False,0,Economy,0,True
American Airlines,PDX,SJC,3,9,2014,344,44,unspecified,On vacation/Pleasure,Hotel,Own car,False,0,Business,3,True
Aeromexico,PDX,GDL,25,1,2022,719,13,undisclosed,On vacation/Pleasure,Hotel,Pickup,False,0,Economy,1,True
Volaris,PDX,GDL,24,9,2016,429,85,unspecified,Back Home,Home,Car rental,False,0,Economy,3,False
Delta Airlines,LAX,GDL,22,7,2016,546,87,undisclosed,Business/Work,Home,Mobility as a service,False,0,Business,2,True
American Airlines,JFK,GDL,25,10,2014,738,1,undisclosed,On vacation/Pleasure,Friend/Family,Own car,False,0,Business,1,False
Delta Airlines,PDX,SJC,19,2,2014,609,1,undisclosed,Business/Work,Home,,True,501,Economy,0,True
Alaska,LAX,GDL,24,6,2019,135,39,unspecified,Back Home,Home,Public Transportation,False,0,Economy,0,True
Aeromexico,SJC,LAX,8,6,2021,756,49,female,On vacation/Pleasure,Hotel,,True,362,Business,1,True
Alaska,SJC,PDX,23,4,2016,390,26,unspecified,On vacation/Pleasure,Short-term homestay,Pickup,False,0,First Class,1,True
Aeromexico,PDX,LAX,1,1,2015,890,9,male,Business/Work,Home,Pickup,False,0,Business,1,True
Aeromexico,SJC,JFK,11,7,2017,525,16,male,On vacation/Pleasure,Friend/Family,Airport cab,False,0,Economy,1,True
Aeromexico,LAX,SJC,19,7,2019,287,23,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0,Business,3,False
American Airlines,PDX,LAX,25,3,2021,548,72,unspecified,Business/Work,Home,Car rental,False,0,Economy,2,True
Delta Airlines,JFK,LAX,24,5,2016,339,9,undisclosed,On vacation/Pleasure,Short-term homestay,Car rental,False,0,Economy,0,False
Aeromexico,PDX,LAX,5,7,2019,908,23,female,Business/Work,Home,Mobility as a service,False,0,Economy,3,True
Volaris,SJC,GDL,3,11,2018,692,77,female,Back Home,Home,Mobility as a service,False,0,Economy,2,True
Alaska,SJC,LAX,30,11,2018,864,69,male,Business/Work,Home,,True,103,First Class,1,False
Volaris,JFK,PDX,24,11,2013,616,54,unspecified,Back Home,Home,Car rental,False,0,Business,1,False
Aeromexico,LAX,GDL,22,5,2015,541,19,undisclosed,On vacation/Pleasure,Short-term homestay,,True,326,First Class,1,False
Delta Airlines,JFK,LAX,28,1,2017,507,56,undisclosed,Business/Work,Short-term homestay,,True,262,First Class,3,True
American Airlines,LAX,JFK,3,10,2021,960,54,male,Back Home,Home,Pickup,False,0,Economy,0,True
American Airlines,SJC,JFK,28,7,2015,351,58,undisclosed,Business/Work,Home,,True,396,First Class,2,True
Alaska,GDL,SJC,13,1,2014,987,12,undisclosed,On vacation/Pleasure,Hotel,,True,631,Business,0,False
Aeromexico,LAX,PDX,22,1,2022,706,72,male,Back Home,Home,Airport cab,False,0,First Class,3,False
Volaris,LAX,GDL,21,12,2018,770,33,undisclosed,Back Home,Home,Own car,False,0,Economy,2,False
American Airlines,JFK,LAX,7,7,2016,792,31,unspecified,Back Home,Home,Mobility as a service,False,0,First Class,0,False
Delta Airlines,LAX,SJC,10,11,2017,873,10,female,Business/Work,Hotel,,True,627,Business,1,False
Delta Airlines,SJC,GDL,31,3,2020,43,16,male,Back Home,Home,Own car,False,0,First Class,0,True
Volaris,LAX,SJC,11,9,2013,147,41,female,Back Home,Home,Pickup,False,0,Business,3,False
Alaska,PDX,JFK,17,8,2021,984,36,male,On vacation/Pleasure,Hotel,,True,169,Business,2,False
Volaris,SJC,GDL,18,5,2022,768,74,male,Back Home,Home,Mobility as a service,False,0,Economy,3,True
Alaska,SJC,JFK,4,3,2022,282,63,female,On vacation/Pleasure,Short-term homestay,,True,43,Business,0,True
Volaris,PDX,SJC,4,6,2022,622,8,undisclosed,Business/Work,Hotel,,True,373,Economy,3,False
Delta Airlines,LAX,SJC,5,3,2014,937,66,male,Back Home,Home,Airport cab,False,0,First Class,2,True
Aeromexico,JFK,PDX,5,11,2022,667,76,undisclosed,On vacation/Pleasure,Short-term homestay,,True,550,Economy,1,True
Volaris,PDX,GDL,13,2,2013,812,30,female,Business/Work,Friend/Family,Airport cab,False,0,First Class,3,False
Delta Airlines,PDX,SJC,15,8,2018,321,33,female,Business/Work,Hotel,Airport cab,False,0,Economy,2,False
Delta Airlines,JFK,LAX,30,5,2015,711,10,female,Back Home,Home,Public Transportation,False,0,Business,2,True
Volaris,GDL,JFK,22,6,2016,217,29,unspecified,On vacation/Pleasure,Short-term homestay,,True,512,Economy,3,True
Alaska,GDL,LAX,16,9,2017,129,54,unspecified,Back Home,Home,Public Transportation,False,0,First Class,3,False
American Airlines,GDL,LAX,21,7,2015,608,37,female,Business/Work,Hotel,,True,355,Business,2,False
Delta Airlines,GDL,JFK,30,9,2018,301,13,female,Back Home,Home,Own car,False,0,First Class,2,False
Delta Airlines,SJC,GDL,19,1,2018,179,40,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0,Business,0,False
Aeromexico,GDL,PDX,19,12,2018,586,35,male,On vacation/Pleasure,Hotel,,True,539,Economy,0,False
American Airlines,GDL,JFK,19,2,2017,220,34,unspecified,Back Home,Home,Airport cab,False,0,Economy,2,True
Aeromexico,JFK,GDL,7,11,2016,567,46,unspecified,Business/Work,Home,Pickup,False,0,First Class,1,False
American Airlines,SJC,LAX,4,4,2017,48,77,unspecified,Back Home,Home,Own car,False,0,Business,3,True
Aeromexico,LAX,GDL,9,5,2019,32,44,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0,First Class,3,False
Aeromexico,SJC,PDX,4,2,2020,304,35,undisclosed,Business/Work,Hotel,Mobility as a service,False,0,Economy,0,False
Volaris,SJC,JFK,29,9,2013,877,85,unspecified,Business/Work,Friend/Family,,True,559,Business,3,False
Aeromexico,LAX,GDL,6,1,2014,222,24,female,Business/Work,Short-term homestay,,True,569,Business,1,False
Alaska,GDL,PDX,6,12,2014,454,74,undisclosed,Business/Work,Home,,True,486,Business,2,True
Aeromexico,LAX,SJC,7,6,2014,437,56,male,Back Home,Home,Own car,False,0,Economy,0,True
Volaris,JFK,LAX,19,2,2013,837,62,male,On vacation/Pleasure,Friend/Family,,True,672,Business,1,False
Alaska,JFK,GDL,22,3,2016,953,3,male,Business/Work,Short-term homestay,Airport cab,False,0,Business,0,True
Alaska,LAX,JFK,10,5,2021,64,30,unspecified,Business/Work,Home,Public Transportation,False,0,Business,3,True
Volaris,GDL,PDX,12,12,2014,176,68,unspecified,On vacation/Pleasure,Home,,True,597,First Class,1,False
Delta Airlines,JFK,GDL,8,3,2021,474,11,undisclosed,On vacation/Pleasure,Hotel,,True,93,Economy,2,True
American Airlines,GDL,JFK,7,3,2018,883,45,undisclosed,Back Home,Home,Car rental,False,0,Economy,1,False
Delta Airlines,SJC,GDL,2,8,2019,919,51,undisclosed,Business/Work,Home,Public Transportation,False,0,Business,1,True
Alaska,GDL,PDX,22,10,2021,656,69,unspecified,Business/Work,Short-term homestay,Own car,False,0,Business,0,True
American Airlines,SJC,JFK,25,8,2014,370,87,male,Business/Work,Hotel,,True,462,First Class,3,True
Delta Airlines,GDL,PDX,10,1,2019,726,21,undisclosed,On vacation/Pleasure,Short-term homestay,Pickup,False,0,Economy,3,False
Aeromexico,PDX,LAX,18,8,2021,338,16,female,Business/Work,Home,Airport cab,False,0,First Class,0,False
Aeromexico,JFK,GDL,30,4,2018,30,32,male,Back Home,Home,Airport cab,False,0,Business,2,True
Alaska,LAX,GDL,26,7,2015,419,48,unspecified,On vacation/Pleasure,Home,Airport cab,False,0,Economy,3,True
Aeromexico,SJC,GDL,13,4,2013,54,76,male,Back Home,Home,Mobility as a service,False,0,Economy,2,False
Alaska,GDL,SJC,1,7,2021,80,15,female,Back Home,Home,Mobility as a service,False,0,Business,3,True
Volaris,JFK,GDL,10,10,2022,600,69,male,Business/Work,Friend/Family,Airport cab,False,0,First Class,0,False
Delta Airlines,LAX,PDX,6,9,2014,768,67,undisclosed,On vacation/Pleasure,Home,Pickup,False,0,First Class,1,False
Aeromexico,PDX,GDL,8,4,2017,198,54,male,Business/Work,Short-term homestay,Own car,False,0,First Class,3,False
Aeromexico,PDX,SJC,27,9,2018,718,25,female,Back Home,Home,Own car,False,0,Business,2,False
Delta Airlines,LAX,SJC,15,11,2016,266,15,unspecified,On vacation/Pleasure,Friend/Family,,True,212,Economy,0,False
American Airlines,JFK,PDX,2,2,2023,167,20,female,Back Home,Home,Airport cab,False,0,Business,3,False
Alaska,SJC,LAX,9,11,2015,563,60,female,Business/Work,Friend/Family,,True,207,Economy,3,False
Delta Airlines,SJC,PDX,8,6,2022,151,16,female,Back Home,Home,Car rental,False,0,Business,2,False
Aeromexico,JFK,LAX,26,5,2018,698,53,female,Back Home,Home,Pickup,False,0,First Class,0,False
Delta Airlines,LAX,PDX,16,7,2020,561,46,female,On vacation/Pleasure,Friend/Family,,True,272,Economy,1,True
Delta Airlines,GDL,PDX,3,3,2013,149,61,female,Business/Work,Home,Mobility as a service,False,0,Economy,2,True
Alaska,JFK,GDL,2,10,2022,247,68,female,Back Home,Home,Pickup,False,0,First Class,0,True
Volaris,GDL,JFK,9,3,2020,292,67,undisclosed,Back Home,Home,Public Transportation,False,0,First Class,3,False
Alaska,LAX,JFK,16,9,2019,601,84,female,Back Home,Home,Airport cab,False,0,Economy,3,False
Delta Airlines,PDX,LAX,12,8,2017,294,31,male,On vacation/Pleasure,Hotel,Mobility as a service,False,0,Economy,2,False
Volaris,JFK,LAX,6,8,2017,527,47,undisclosed,On vacation/Pleasure,Home,,True,181,First Class,2,False
Delta Airlines,GDL,PDX,29,7,2021,253,17,undisclosed,Back Home,Home,Mobility as a service,False,0,First Class,2,False
American Airlines,LAX,SJC,1,12,2018,666,61,unspecified,Business/Work,Home,,True,571,First Class,2,True
Delta Airlines,GDL,JFK,24,6,2019,42,81,female,Business/Work,Hotel,Pickup,False,0,Economy,0,False
Delta Airlines,PDX,GDL,21,1,2021,909,51,unspecified,Back Home,Home,Pickup,False,0,First Class,0,False
Volaris,LAX,SJC,2,5,2015,339,31,undisclosed,On vacation/Pleasure,Home,,True,378,Business,2,True
Alaska,JFK,SJC,30,8,2014,399,57,male,Back Home,Home,Car rental,False,0,Business,1,True
Volaris,SJC,LAX,16,4,2017,31,42,unspecified,Back Home,Home,Car rental,False,0,First Class,2,False
American Airlines,JFK,PDX,29,9,2021,736,84,female,Back Home,Home,Public Transportation,False,0,Business,0,True
Aeromexico,SJC,JFK,9,5,2018,365,24,undisclosed,On vacation/Pleasure,Home,,True,566,First Class,2,False
Volaris,PDX,SJC,23,1,2022,726,70,unspecified,Back Home,Home,Airport cab,False,0,First Class,3,False
Aeromexico,LAX,JFK,6,2,2017,313,76,undisclosed,Business/Work,Hotel,,True,230,First Class,1,False
American Airlines,GDL,LAX,7,4,2018,458,26,male,On vacation/Pleasure,Home,Car rental,False,0,Economy,1,False
Delta Airlines,LAX,GDL,28,9,2016,669,72,undisclosed,Business/Work,Friend/Family,,True,135,Economy,1,False
Delta Airlines,PDX,JFK,11,4,2016,824,43,female,Business/Work,Home,,True,564,Business,0,True
Delta Airlines,PDX,LAX,21,4,2014,537,74,unspecified,Back Home,Home,Pickup,False,0,Economy,0,False
Delta Airlines,LAX,GDL,7,4,2022,150,28,female,Business/Work,Hotel,Airport cab,False,0,Business,0,False
Aeromexico,JFK,LAX,26,4,2015,165,39,female,Back Home,Home,Airport cab,False,0,Business,1,True
Volaris,SJC,LAX,11,9,2018,293,49,male,Business/Work,Short-term homestay,Pickup,False,0,Economy,2,True
American Airlines,PDX,LAX,15,8,2013,651,78,undisclosed,On vacation/Pleasure,Home,Car rental,False,0,First Class,0,False
American Airlines,SJC,LAX,13,2,2014,217,40,unspecified,Business/Work,Short-term homestay,,True,302,Economy,1,True
American Airlines,JFK,LAX,3,10,2017,281,79,unspecified,On vacation/Pleasure,Hotel,Mobility as a service,False,0,First Class,2,True
Volaris,SJC,JFK,11,9,2013,947,67,male,Back Home,Home,Public Transportation,False,0,Business,2,True
Delta Airlines,PDX,JFK,9,6,2020,613,10,female,Back Home,Home,Airport cab,False,0,First Class,1,False
Alaska,SJC,LAX,18,5,2015,62,17,unspecified,On vacation/Pleasure,Short-term homestay,,True,289,Economy,0,True
American Airlines,PDX,SJC,7,11,2022,500,70,female,Back Home,Home,Public Transportation,False,0,First Class,3,True
American Airlines,JFK,PDX,16,8,2018,547,60,male,On vacation/Pleasure,Home,Pickup,False,0,Economy,0,True
Volaris,SJC,GDL,10,12,2018,687,14,female,On vacation/Pleasure,Home,,True,45,Economy,2,False
Aeromexico,GDL,SJC,15,11,2021,351,66,undisclosed,Business/Work,Friend/Family,,True,204,First Class,2,False
Aeromexico,GDL,LAX,5,3,2022,774,53,unspecified,Back Home,Home,Airport cab,False,0,First Class,1,True
Alaska,PDX,SJC,31,8,2021,74,60,female,Business/Work,Short-term homestay,,True,677,Economy,3,False
Volaris,SJC,JFK,16,3,2014,979,28,undisclosed,On vacation/Pleasure,Home,Public Transportation,False,0,First Class,3,True
Delta Airlines,SJC,PDX,30,3,2017,994,30,unspecified,Back Home,Home,Airport cab,False,0,Economy,0,False
Alaska,GDL,LAX,18,2,2013,124,39,female,Business/Work,Home,Pickup,False,0,Economy,3,True
American Airlines,GDL,LAX,21,8,2021,449,60,female,On vacation/Pleasure,Short-term homestay,Car rental,False,0,Business,1,False
Delta Airlines,SJC,PDX,24,1,2016,477,74,male,On vacation/Pleasure,Short-term homestay,,True,269,Economy,3,False
Volaris,JFK,SJC,8,9,2017,547,58,male,Back Home,Home,Own car,False,0,Economy,3,False
Alaska,PDX,LAX,3,12,2015,201,77,undisclosed,On vacation/Pleasure,Friend/Family,Public Transportation,False,0,Economy,3,False
American Airlines,GDL,LAX,12,5,2017,470,24,unspecified,Back Home,Home,Mobility as a service,False,0,First Class,1,False
Volaris,LAX,JFK,1,2,2017,321,34,female,Business/Work,Hotel,Pickup,False,0,Business,1,True
Delta Airlines,SJC,JFK,11,12,2015,663,43,male,Back Home,Home,Car rental,False,0,First Class,1,True
Delta Airlines,GDL,LAX,20,1,2023,198,61,female,Business/Work,Home,Public Transportation,False,0,Economy,0,False
Aeromexico,LAX,GDL,8,2,2017,473,72,male,Business/Work,Hotel,,True,351,First Class,3,True
Alaska,PDX,SJC,16,11,2014,76,61,undisclosed,Back Home,Home,Car rental,False,0,Business,2,False
Aeromexico,JFK,SJC,7,4,2020,719,69,undisclosed,Back Home,Home,Pickup,False,0,First Class,2,False
